Հրապարակվել է,Թարմացվել է,Մարզ,Համայնք,Գին (֏),Գին ($),Տան մակերես (մ²),Հողատարածքի մակերես (մ²),մ² գին (֏),Սենյակներ,Հարկ,Տեսակ,Հղում
16/11/2025,,Երևան,Շենգավիթ,250000,654,70,0,3571.0,2,"=""11/14""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-3-rd-masum--w1sq
23/10/2025,16/11/2025,Երևան,Շենգավիթ,180000,471,65,0,2769.0,3,"=""2/2""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-charbaxum--w9h1
27/05/2025,16/11/2025,Երևան,Մալաթիա Սեբաստիա,170000,444,52,0,3269.0,2,"=""5/9""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-bangladeshum--qnjh
12/11/2025,16/11/2025,Երևան,Արաբկիր,180000,471,60,0,3000.0,2,"=""7/9""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-komitasum--w1o4
16/11/2025,,Երևան,Նոր Նորք,220000,575,85,0,2588.0,3,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-6-rd-masivum--w1at
16/11/2025,,Երևան,Կենտրոն,230000,601,46,0,5000.0,2,"=""2/9""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--w1av
16/11/2025,,Երևան,Կենտրոն,400000,1046,86,0,4651.0,3,"=""5/16""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-kentronum--w1ar
03/01/2023,16/11/2025,Երևան,Կենտրոն,305696,800,62,0,4930.0,2,"=""2/5""",Բնակարան,https://www.senyak.am/oravardzov-2-senyakanoc-bnakaran-kentronum--isn
04/06/2023,16/11/2025,Երևան,Կենտրոն,պայմանական,negotiable,90,0,,3,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--zej
06/01/2023,16/11/2025,Երևան,Կենտրոն,335000,876,96,0,3489.0,3,"=""4/4""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--in5
20/10/2024,16/11/2025,Երևան,Կենտրոն,300000,785,90,0,3333.0,3,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--q8m0
02/02/2025,16/11/2025,Երևան,Մալաթիա Սեբաստիա,պայմանական,negotiable,100,0,,3,"=""5/17""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-malatia-sebastiayum--qbj8
05/03/2025,16/11/2025,Երևան,Մալաթիա Սեբաստիա,պայմանական,negotiable,78,0,,3,"=""3/17""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-malatia-sebastiayum--q0yt
27/01/2025,16/11/2025,Երևան,Մալաթիա Սեբաստիա,պայմանական,negotiable,100,0,,3,"=""8/17""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-malatia-sebastiayum--qutu
16/11/2025,,Երևան,Դավթաշեն,250000,654,76,0,3289.0,3,"=""8/16""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-davtashenum--w1ax
16/11/2025,,Երևան,Կենտրոն,280000,732,70,0,4000.0,2,"=""6/7""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--w1a1
04/02/2025,16/11/2025,Երևան,Կենտրոն,420332,1100,78,0,5388.0,3,"=""9/12""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-shinararnerum--qbp2
16/11/2025,,Երևան,Շենգավիթ,400000,1046,75,0,5333.0,3,"=""7/8""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-3-rd-masum--w1pt
02/05/2025,16/11/2025,Երևան,Կենտրոն,250000,654,70,0,3571.0,2,"=""1/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--qvc1
31/07/2025,16/11/2025,Երևան,Արաբկիր,210000,549,65,0,3230.0,2,"=""3/4""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-arabkirum--w496
24/03/2023,16/11/2025,Երևան,Նոր Նորք,280000,732,75,0,3733.0,3,"=""3/4""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-3-rd-masivum--ylm
24/05/2025,16/11/2025,Երևան,Կենտրոն,320000,837,58,0,5517.0,2,"=""8/14""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-kentronum--qn8c
10/07/2025,16/11/2025,Երևան,Կենտրոն,250000,654,48,0,5208.0,2,"=""8/10""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--qluc
18/12/2022,16/11/2025,Երևան,Կենտրոն,պայմանական,negotiable,136,0,,3,"=""7/11""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--iyi
23/12/2022,16/11/2025,Երևան,Կենտրոն,343908,900,45,0,7642.0,2,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--iuz
14/07/2025,16/11/2025,Երևան,Մալաթիա Սեբաստիա,170000,444,45,0,3777.0,2,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-malatia-sebastiayum--qlpo
14/07/2025,16/11/2025,Երևան,Մալաթիա Սեբաստիա,190000,497,60,0,3166.0,3,"=""5/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-malatiayum--qlpz
11/11/2025,16/11/2025,Երևան,Կենտրոն,520000,1360,112,0,4642.0,3,"=""10/13""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-hyusisayin-poxotayum--w1im
27/03/2023,16/11/2025,Երևան,Կենտրոն,500000,1308,70,0,7142.0,2,"=""2/6""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--cws
13/07/2025,16/11/2025,Երևան,Մալաթիա Սեբաստիա,200000,523,63,0,3174.0,2,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-malatia-sebastiayum--qlpc
13/07/2025,16/11/2025,Երևան,Մալաթիա Սեբաստիա,200000,523,63,0,3174.0,2,"=""1/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-malatia-sebastiayum--qlph
18/10/2025,16/11/2025,Երևան,Կենտրոն,200000,523,58,0,3448.0,2,"=""4/13""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--we2o
03/09/2024,16/11/2025,Երևան,Արաբկիր,230000,601,80,0,2875.0,3,"=""1/5""",Բնակարան,https://www.senyak.am/varcov-3-senyakanoc-bnakaran-arabkirum--qda2
11/10/2025,16/11/2025,Երևան,Կենտրոն,250000,654,110,0,2272.0,3,"=""14/16""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--weyo
26/07/2025,16/11/2025,Երևան,Կենտրոն,573180,1500,102,0,5619.0,3,"=""2/4""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--qtas
30/09/2025,16/11/2025,Երևան,Արաբկիր,250000,654,70,0,3571.0,3,"=""2/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-arabkirum--w6z9
01/03/2024,16/11/2025,Երևան,Կենտրոն,350000,915,80,0,4375.0,2,"=""12/14""",Բնակարան,https://www.senyak.am/oravardzov-3-senyakanoc-norakaruyc-bnakaran-arabkirum--k04
12/11/2025,16/11/2025,Երևան,Մալաթիա Սեբաստիա,180000,471,70,0,2571.0,3,"=""2/2""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-malatia-sebastiayum--w1o1
04/12/2022,16/11/2025,Երևան,Կենտրոն,495000,1295,65,0,7615.0,2,"=""2/5""",Բնակարան,https://www.senyak.am/varcov-2-senyakanoc-bnakaran-kentronum--xsz
05/09/2024,16/11/2025,Երևան,Արաբկիր,210000,549,54,0,3888.0,2,"=""6/7""",Բնակարան,https://www.senyak.am/varcov-2-senyakanoc-bnakaran-komitasum--q144
29/12/2022,16/11/2025,Երևան,Կենտրոն,630498,1650,111,0,5680.0,3,"=""5/10""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--ip5
12/01/2023,16/11/2025,Երևան,Կենտրոն,1000,2,96,0,10.0,3,"=""4/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--8wm
23/01/2024,16/11/2025,Երևան,Կենտրոն,200000,523,40,0,5000.0,1,"=""9/14""",Բնակարան,https://www.senyak.am/vardzov-1-senyakanoc-norakaruyc-bnakaran-glendel-hilsum--shy
04/11/2025,16/11/2025,Երևան,Մալաթիա Սեբաստիա,պայմանական,negotiable,65,0,,2,"=""4/15""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-malatia-sebastiayum--wdm2
04/11/2025,16/11/2025,Երևան,Մալաթիա Սեբաստիա,պայմանական,negotiable,70,0,,2,"=""7/15""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-malatia-sebastiayum--wdmt
03/10/2025,16/11/2025,Երևան,Շենգավիթ,300000,785,102,0,2941.0,"4, Դուպլեքս","=""3/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-hayreniqum--w6pz
25/10/2025,16/11/2025,Երևան,Աջափնյակ,230000,601,70,0,3285.0,2,"=""3/9""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-shinararnerum--w90c
10/01/2024,16/11/2025,Երևան,Կենտրոն,350000,915,100,0,3500.0,3,"=""3/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--as7
11/10/2025,16/11/2025,Երևան,Ավան,210000,549,77,0,2727.0,2,"=""3/3""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-avanum--wefm
25/10/2025,16/11/2025,Երևան,Կենտրոն,400000,1046,65,0,6153.0,3,"=""3/4""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--w932
27/05/2025,16/11/2025,Երևան,Կենտրոն,370000,968,53,0,6981.0,2,"=""3/10""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--qnor
16/12/2022,16/11/2025,Երևան,Կենտրոն,630498,1650,117,0,5388.0,3,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--i8v
11/10/2025,16/11/2025,Երևան,Կենտրոն,330000,863,105,0,3142.0,3,"=""14/16""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--wef1
04/11/2025,16/11/2025,Երևան,Արաբկիր,պայմանական,negotiable,45,0,,1,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-1-senyakanoc-bnakaran-arabkirum--wdjq
31/05/2025,16/11/2025,Երևան,Քանաքեռ Զեյթուն,260000,680,51,0,5098.0,2,"=""10/19""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-zeytunum--qnvd
31/10/2025,16/11/2025,Երևան,Արաբկիր,250000,654,100,0,2500.0,4,"=""1/9""",Բնակարան,https://www.senyak.am/vardzov-4-senyakanoc-bnakaran-arabkirum--wdee
01/04/2023,16/11/2025,Երևան,Կենտրոն,240000,628,40,0,6000.0,1,"=""9/14""",Բնակարան,https://www.senyak.am/vardzov-1-senyakanoc-norakaruyc-bnakaran-glendel-hilsum--cix
02/07/2025,16/11/2025,Երևան,Կենտրոն,300000,785,60,0,5000.0,2,"=""1/1""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-rasiayum--qlg2
16/10/2025,15/11/2025,Երևան,Արաբկիր,300000,785,92,0,3260.0,4,"=""2/4""",Բնակարան,https://www.senyak.am/vardzov-4-senyakanoc-bnakaran-arabkirum--wean
01/03/2022,15/11/2025,Երևան,Կենտրոն,305696,800,73,0,4187.0,2,"=""10/11""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--wtw
08/09/2025,16/11/2025,Երևան,Նոր Նորք,100000,261,18,0,5555.0,1,"=""3/8""",Բնակարան,https://www.senyak.am/vardzov-1-senyakanoc-bnakaran-2-rd-masivum--wwn3
23/05/2023,15/11/2025,Երևան,Արաբկիր,382120,1000,60,0,6368.0,3,"=""10/18""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-komitasum--obu
24/02/2025,15/11/2025,Երևան,Մալաթիա Սեբաստիա,պայմանական,negotiable,115,0,,3,"=""6/13""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-malatia-sebastiayum--q5hs
09/07/2023,15/11/2025,Երևան,Կենտրոն,280000,732,48,0,5833.0,2,"=""5/9""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--ma8
29/04/2023,15/11/2025,Երևան,Կենտրոն,152848000,400000,108,0,1415259.0,3,"=""14/17""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-kentronum--hjn
22/10/2025,15/11/2025,Երևան,Կենտրոն,290000,758,75,0,3866.0,2,"=""2/4""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--w9fk
01/10/2025,15/11/2025,Երևան,Կենտրոն,382120,1000,85,0,4495.0,3,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--w6jr
07/09/2024,15/11/2025,Երևան,Կենտրոն,350000,915,65,0,5384.0,3,"=""2/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--q16r
17/10/2025,15/11/2025,Երևան,Քանաքեռ Զեյթուն,380000,994,100,0,3800.0,3,"=""2/4""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-monumentum--west
27/10/2025,15/11/2025,Երևան,Կենտրոն,320000,837,90,0,3555.0,3,"=""7/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--w9ki
02/10/2025,15/11/2025,Երևան,Կենտրոն,380000,994,100,0,3800.0,3,"=""5/6""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--w65i
02/04/2025,15/11/2025,Երևան,Արաբկիր,250000,654,64,0,3906.0,2,"=""4/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-arabkirum--qpae
14/04/2025,15/11/2025,Երևան,Մալաթիա Սեբաստիա,300000,785,125,0,2400.0,4,"=""5/17""",Բնակարան,https://www.senyak.am/vardzov-4-senyakanoc-norakaruyc-bnakaran-malatia-sebastiayum--qa5s
23/06/2024,15/11/2025,Երևան,Կենտրոն,250000,654,45,0,5555.0,2,"=""4/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--qwmd
15/11/2025,,Երևան,Շենգավիթ,400000,1046,75,0,5333.0,3,"=""7/8""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-3-rd-masum--w1p5
15/11/2025,,Երևան,Արաբկիր,230000,601,45,0,5111.0,2,"=""6/8""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-arabkirum--w1pk
26/11/2022,15/11/2025,Երևան,Կենտրոն,592286,1550,115,0,5150.0,3,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--xhr
27/10/2025,15/11/2025,Երևան,Կենտրոն,300000,785,62,0,4838.0,2,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--w9r5
19/09/2025,15/11/2025,Երևան,Շենգավիթ,250000,654,85,0,2941.0,"3, Դուպլեքս","=""2/2""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-3-rd-masum--wg31
27/10/2025,15/11/2025,Երևան,Ավան,180000,471,54,0,3333.0,1,"=""4/9""",Բնակարան,https://www.senyak.am/vardzov-1-senyakanoc-bnakaran-avanum--w9k3
20/10/2025,15/11/2025,Երևան,Արաբկիր,230000,601,60,0,3833.0,2,"=""6/8""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-arabkirum--w9gl
26/02/2025,15/11/2025,Երևան,Արաբկիր,200000,523,45,0,4444.0,2,"=""8/8""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-arabkirum--q5as
18/03/2025,15/11/2025,Երևան,Մալաթիա Սեբաստիա,240000,628,50,0,4800.0,2,"=""3/17""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-malatia-sebastiayum--qrha
11/10/2025,15/11/2025,Երևան,Նոր Նորք,200000,523,60,0,3333.0,2,"=""5/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-2-rd-masivum--wecu
21/10/2025,15/11/2025,Երևան,Նոր Նորք,200000,523,60,0,3333.0,2,"=""5/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-2-rd-masivum--w9dp
12/01/2023,15/11/2025,Երևան,Արաբկիր,305696,800,70,0,4367.0,3,"=""2/4""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-arabkirum--8gg
18/02/2025,15/11/2025,Երևան,Մալաթիա Սեբաստիա,պայմանական,negotiable,80,0,,2,"=""4/16""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-malatia-sebastiayum--q3su
24/01/2025,15/11/2025,Երևան,Արաբկիր,պայմանական,negotiable,65,0,,2,"=""4/16""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-komitasum--qupb
16/10/2024,15/11/2025,Երևան,Մալաթիա Սեբաստիա,270000,706,100,0,2700.0,3,"=""8/17""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-malatia-sebastiayum--q89z
13/11/2025,16/11/2025,Երևան,Մալաթիա Սեբաստիա,190000,497,52,0,3653.0,2,"=""3/9""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-malatiayum--w1ob
27/10/2025,15/11/2025,Երևան,Արաբկիր,285000,745,60,0,4750.0,2,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-arabkirum--w9vx
17/10/2025,15/11/2025,Երևան,Կենտրոն,240000,628,50,0,4800.0,2,"=""9/10""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--we7i
12/10/2025,15/11/2025,Երևան,Ավան,280000,732,90,0,3111.0,3,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-avanum--weho
15/10/2025,15/11/2025,Երևան,Կենտրոն,270000,706,50,0,5400.0,2,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--weph
15/11/2025,,Երևան,Կենտրոն,230000,601,40,0,5750.0,2,"=""6/9""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--w1rb
28/05/2024,15/11/2025,Երևան,Կենտրոն,458544,1200,85,0,5394.0,3,"=""5/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--q4ov
30/01/2025,15/11/2025,Երևան,Մալաթիա Սեբաստիա,պայմանական,negotiable,100,0,,3,"=""5/18""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-malatia-sebastiayum--qbx4
