Հրապարակվել է,Թարմացվել է,Մարզ,Համայնք,Գին (֏),Գին ($),Տան մակերես (մ²),Հողատարածքի մակերես (մ²),մ² գին (֏),Հղում
14/10/2025,28/10/2025,Երևան,Արաբկիր,3821200,10000,140,0,27294.0,https://www.senyak.am/vardzov-komercion-taratsq-arabkirum--weus
18/10/2025,,Երևան,Կենտրոն,800000,2093,112,0,7142.0,https://www.senyak.am/vardzov-spasarkman-taratsq-kentronum--welx
29/04/2025,17/10/2025,Երևան,Շենգավիթ,1200000,3140,210,0,5714.0,https://www.senyak.am/vardzov-arevtri-taratsq-3-rd-masum--qvem
27/10/2025,,Երևան,Կենտրոն,2000000,5233,218,0,9174.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--w9v7
22/10/2024,24/10/2025,Երևան,Կենտրոն,200000,523,100,0,2000.0,https://www.senyak.am/varcov-pahest-kentronum--q8ve
30/05/2025,13/10/2025,Երևան,Կենտրոն,1200000,3140,85,0,14117.0,https://www.senyak.am/vardzov-arevtri-taratsq-kentronum--qnah
28/02/2025,24/10/2025,Երևան,Ավան,1500000,3925,1000,0,1500.0,https://www.senyak.am/vardzov-arevtri-taratsq-avanum--q5li
01/10/2025,,Երևան,Էրեբունի,590000,1544,320,0,1843.0,https://www.senyak.am/vardzov-norakaruyc-ofisayin-taratsq-areshum--w6mn
06/06/2025,20/10/2025,Երևան,Մալաթիա Սեբաստիա,250000,654,40,0,6250.0,https://www.senyak.am/vardzov-komercion-taratsq-bangladeshum--q7xs
07/09/2025,06/10/2025,Երևան,Աջափնյակ,1700000,4448,1200,0,1416.0,https://www.senyak.am/vardzov-norakaruyc-komercion-taratsq-ajapnyakum--wwsj
17/09/2025,16/10/2025,Երևան,Կենտրոն,պայմանական,negotiable,74,0,,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--wgo9
04/10/2025,,Երևան,Կենտրոն,650000,1701,180,0,3611.0,https://www.senyak.am/vardzov-norakaruyc-ofisayin-taratsq-kentronum--w6sc
25/10/2024,01/10/2025,Երևան,Արաբկիր,350000,915,100,0,3500.0,https://www.senyak.am/vardzov-ofisayin-taratsq-arabkirum--qfw0
19/03/2024,09/10/2025,Երևան,Կենտրոն,4000000,10467,490,0,8163.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--nsw
09/04/2025,01/10/2025,Երևան,Կենտրոն,1146360,3000,250,0,4585.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qaf1
31/01/2025,01/10/2025,Երևան,Կենտրոն,687816,1800,110,0,6252.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qbcl
10/04/2025,01/10/2025,Երևան,Կենտրոն,800000,2093,120,0,6666.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qao4
06/05/2025,01/10/2025,Երևան,Քանաքեռ Զեյթուն,450000,1177,92,0,4891.0,https://www.senyak.am/vardzov-spasarkman-taratsq-raykomum--qvv4
11/10/2025,,Երևան,Շենգավիթ,400000,1046,45,0,8888.0,https://www.senyak.am/vardzov-norakaruyc-ofisayin-taratsq-3-rd-masum--wef2
07/08/2025,01/10/2025,Երևան,Արաբկիր,500000,1308,50,0,10000.0,https://www.senyak.am/vardzov-norakaruyc-ofisayin-taratsq-arabkirum--w4vb
14/10/2025,,Երևան,Կենտրոն,1350000,3532,200,0,6750.0,https://www.senyak.am/vardzov-norakaruyc-ofisayin-taratsq-kentronum--weu8
10/10/2025,,Երևան,Կենտրոն,880000,2302,160,0,5500.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--weih
12/07/2025,09/09/2025,Երևան,Նոր Նորք,400000,1046,100,0,4000.0,https://www.senyak.am/vardzov-norakaruyc-ofisayin-taratsq-1-in-masivum--ql0m
25/07/2025,04/11/2025,Երևան,Դավթաշեն,250000,654,60,0,4166.0,https://www.senyak.am/vardzov-ofisayin-taratsq-davtashenum--qt0d
06/05/2025,01/10/2025,Երևան,Կենտրոն,726028,1900,68,0,10676.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qvvq
16/01/2025,01/10/2025,Երևան,Կենտրոն,400000,1046,60,0,6666.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--quqt
11/10/2025,,Երևան,Շենգավիթ,200000,523,50,0,4000.0,https://www.senyak.am/spasarkman-taratsq-shengavitum-50qm--weyb
26/09/2025,,Երևան,Կենտրոն,230000,601,50,0,4600.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--wgwv
08/02/2025,04/09/2025,Երևան,Արաբկիր,450000,1177,103,0,4368.0,https://www.senyak.am/vardzov-ofisayin-taratsq-arabkirum--q3g2
05/09/2025,16/09/2025,Երևան,Արաբկիր,2000000,5233,300,0,6666.0,https://www.senyak.am/vardzov-norakaruyc-ofisayin-taratsq-arabkirum--wwr5
28/05/2025,29/09/2025,Երևան,Կենտրոն,1000000,2616,90,0,11111.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qnub
30/04/2025,05/10/2025,Երևան,Արաբկիր,550000,1439,170,0,3235.0,https://www.senyak.am/vardzov-ofisayin-taratsq-arabkirum--qvxc
29/10/2025,,Երևան,Կենտրոն,2101660,5500,110,0,19106.0,https://www.senyak.am/vardzov-komercion-taratsq-kentronum--w9tv
03/10/2025,,Երևան,Կենտրոն,1910600,5000,110,0,17369.0,https://www.senyak.am/vardzov-spasarkman-taratsq-kentronum--w6ae
27/02/2025,26/09/2025,Երևան,Շենգավիթ,600000,1570,500,0,1200.0,https://www.senyak.am/vardzov-artadramas-3-rd-masum--q5kv
30/09/2025,,Երևան,Կենտրոն,1000000,2616,120,0,8333.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--w6zh
28/05/2025,19/09/2025,Երևան,Կենտրոն,260000,680,16,0,16250.0,https://www.senyak.am/vardzov-arevtri-taratsq-kentronum--qnuu
18/09/2025,,Երևան,Կենտրոն,3630140,9500,310,0,11710.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--wgjr
24/07/2025,16/09/2025,Երևան,Արաբկիր,1000000,2616,240,0,4166.0,https://www.senyak.am/vardzov-ofisayin-taratsq-arabkirum--qtur
19/05/2025,19/09/2025,Երևան,Կենտրոն,220000,575,15,0,14666.0,https://www.senyak.am/vardzov-arevtri-taratsq-kentronum--qkke
19/05/2025,19/09/2025,Երևան,Շենգավիթ,250000,654,13,0,19230.0,https://www.senyak.am/vardzov-spasarkman-taratsq-3-rd-masum--qkkg
22/05/2025,16/09/2025,Երևան,Նոր Նորք,300000,785,80,0,3750.0,https://www.senyak.am/vardzov-ofisayin-taratsq-nor-norqum--qnw7
05/12/2024,11/09/2025,Երևան,Կենտրոն,200000,523,30,0,6666.0,https://www.senyak.am/ofisayin-taratsq-kentronum-30qm--qz4o
22/09/2025,,Երևան,Արաբկիր,400000,1046,98,0,4081.0,https://www.senyak.am/vardzov-ofisayin-taratsq-arabkirum--wgsw
20/04/2025,30/07/2025,Երևան,Կենտրոն,500000,1308,125,0,4000.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qs8m
26/07/2025,,Երևան,Կենտրոն,420000,1099,70,0,6000.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--q7c6
06/06/2025,16/09/2025,Երևան,Արաբկիր,2101660,5500,550,0,3821.0,https://www.senyak.am/vardzov-norakaruyc-ofisayin-taratsq-komitasum--q7iq
25/11/2024,16/09/2025,Երևան,Կենտրոն,1300000,3402,310,0,4193.0,https://www.senyak.am/vardzov-komercion-taratsq-kentronum--qhtg
14/02/2025,26/07/2025,Երևան,Կենտրոն,350000,915,100,0,3500.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--q3zo
09/07/2025,19/09/2025,Երևան,Աջափնյակ,120000,314,42,0,2857.0,https://www.senyak.am/vardzov-spasarkman-taratsq-ajapnyakum--qlmo
20/06/2025,09/09/2025,Երևան,Աջափնյակ,1250000,3271,420,0,2976.0,https://www.senyak.am/vardzov-ofisayin-taratsq-15-kvartalum--q2y1
23/05/2025,18/08/2025,Երևան,Արաբկիր,230000,601,40,0,5750.0,https://www.senyak.am/vardzov-ofisayin-taratsq-arabkirum--qn1h
20/11/2024,27/07/2025,Երևան,Կենտրոն,200000,523,100,0,2000.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qhxf
08/04/2025,25/09/2025,Երևան,Շենգավիթ,250000,654,37,0,6756.0,https://www.senyak.am/vardzov-norakaruyc-ofisayin-taratsq-3-rd-masum--qa99
04/05/2025,30/07/2025,Երևան,Կենտրոն,1528480,4000,105,0,14556.0,https://www.senyak.am/norakaruyc-ofisayin-taratsq-kentronum-105qm--qv59
13/09/2025,,Երևան,Կենտրոն,1200000,3140,160,0,7500.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--wg99
06/07/2025,,Երևան,Կենտրոն,1100000,2878,110,0,10000.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qlfp
02/07/2025,24/08/2025,Երևան,Կենտրոն,պայմանական,negotiable,68,0,,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--ql9x
15/02/2025,30/07/2025,Երևան,Կենտրոն,280000,732,35,0,8000.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--q334
04/08/2025,15/08/2025,Երևան,Կենտրոն,220000,575,40,0,5500.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--w4ul
30/08/2025,,Երևան,Արաբկիր,700000,1831,90,0,7777.0,https://www.senyak.am/vardzov-ofisayin-taratsq-arabkirum--wwc3
13/09/2022,30/07/2025,Երևան,Կենտրոն,770000,2015,70,0,11000.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--d9g
